nba_id,Team,Player,DPM_rank,EPM_rank,LEBRON_rank,consensus_rank,salary,cap_pct,Callouts,Unsigned
1631212,Denver Nuggets,Peyton Watson,480,326,179,328.3333333,2413560,0.0172,,
1629640,San Antonio Spurs,Keldon Johnson,416,383,200,333,19000000,0.1351,,
1641774,Washington Wizards,Tristan Vukcevic,326,406,268,333.3333333,2424892,0.0172,,
202709,Orlando Magic,Cory Joseph,412,298,292,334,3303771,0.0235,,
1641716,Indiana Pacers,Jarace Walker,342,445,217,334.6666667,6362520,0.0453,,
1641890,Milwaukee Bucks,Tyler Smith,337,220,447,334.6666667,1157153,0.0082,,
1631323,Detroit Pistons,Simone Fontecchio,331,403,276,336.6666667,7692308,0.0547,,
1628470,Boston Celtics,Torrey Craig,466,204,340,336.6666667,2845342,0.0202,,
1631172,Oklahoma City Thunder,Ousmane Dieng,275,338,401,338,5027040,0.0358,,
1642258,Atlanta Hawks,Zaccharie Risacher,458,315,250,341,12569040,0.0894,,
1631200,Portland Trail Blazers,Kris Murray,282,386,355,341,2990040,0.0213,,
1629646,San Antonio Spurs,Charles Bassey,260,475,288,341,2087519,0.0148,,
1629216,Los Angeles Lakers,Gabe Vincent,378,314,332,341.3333333,11000000,0.0782,,
1631230,Atlanta Hawks,Dominick Barlow,395,308,323,342,491887,0.0035,,
1630192,Denver Nuggets,Zeke Nnaji,388,331,309,342.6666667,8888889,0.0632,,
200768,Philadelphia 76ers,Kyle Lowry,453,294,287,344.6666667,2087519,0.0148,,
1642277,Indiana Pacers,Johnny Furphy,231,402,414,349,1850842,0.0132,,
1629618,Denver Nuggets,Jalen Pickett,439,273,337,349.6666667,1891857,0.0135,,
1631216,Orlando Magic,Caleb Houstan,327,354,370,350.3333333,2019693,0.0144,,
1630544,Charlotte Hornets,Tre Mann,344,306,407,352.3333333,4908189,0.0349,,
1629004,Utah Jazz,Svi Mykhailiuk,330,355,372,352.3333333,3500000,0.0249,,
1641732,Washington Wizards,Colby Jones,321,432,304,352.3333333,2120693,0.0151,,
1628995,Golden State Warriors,Kevin Knox II,339,254,471,354.6666667,263939,0.0019,,
201599,Denver Nuggets,DeAndre Jordan,476,333,264,357.6666667,2087519,0.0148,,
1627814,Phoenix Suns,Damion Lee,301,367,406,358,2087519,0.0148,,
1631207,Chicago Bulls,Dalen Terry,325,435,315,358.3333333,3510480,0.0250,,
201569,Philadelphia 76ers,Eric Gordon,371,329,378,359.3333333,3303771,0.0235,,
1626192,Milwaukee Bucks,Pat Connaughton,343,439,299,360.3333333,9423869,0.0670,,
1629234,Los Angeles Clippers,Drew Eubanks,377,468,237,360.6666667,5000000,0.0356,,
1641765,Dallas Mavericks,Olivier-Maxence Prosper,448,351,283,360.6666667,2869920,0.0204,,
1629013,New York Knicks,Landry Shamet,228,372,490,363.3333333,1343690,0.0096,,
1641730,Brooklyn Nets,Noah Clowney,408,361,322,363.6666667,3244080,0.0231,,
1641854,Cleveland Cavaliers,Craig Porter Jr.,309,423,359,363.6666667,1891857,0.0135,,
1629599,Los Angeles Clippers,Amir Coffey,493,370,231,364.6666667,3938271,0.0280,,
1641767,Indiana Pacers,Ben Sheppard,433,368,298,366.3333333,2663880,0.0189,,
1642263,Houston Rockets,Reed Sheppard,318,455,328,367,10098960,0.0718,,
1630172,Chicago Bulls,Patrick Williams,374,454,277,368.3333333,18500000,0.1316,,
1631213,Brooklyn Nets,Tyrese Martin,373,385,351,369.6666667,635853,0.0045,,
1630548,Utah Jazz,Johnny Juzang,399,414,297,370,3087519,0.0220,,
1642349,Oklahoma City Thunder,Ajay Mitchell,421,309,383,371,3000000,0.0213,,
1642352,Miami Heat,Keshad Johnson,402,263,451,372,724883,0.0052,,
1631246,Memphis Grizzlies,Vince Williams Jr.,358,417,349,374.6666667,2120693,0.0151,,
1641783,Orlando Magic,Tristan da Silva,457,375,302,378,3628440,0.0258,,
1641741,Philadelphia 76ers,Ricky Council IV,445,412,279,378.6666667,1891857,0.0135,,
1626179,Miami Heat,Terry Rozier,472,445,223,380,24924126,0.1773,,
203926,Sacramento Kings,Doug McDermott,407,269,475,383.6666667,2087519,0.0148,,
1642367,Toronto Raptors,Jonathan Mogbo,427,458,267,384,1862265,0.0132,,
1629003,Los Angeles Lakers,Shake Milton,475,357,324,385.3333333,2875000,0.0204,,
1641723,Atlanta Hawks,Kobe Bufkin,419,320,422,387,4299000,0.0306,,
1630311,Golden State Warriors,Pat Spencer,357,418,387,387.3333333,438810,0.0031,,
1628997,Dallas Mavericks,Caleb Martin,389,420,360,389.6666667,8149001,0.0580,,
1641718,Utah Jazz,Keyonte George,488,401,285,391.3333333,4084200,0.0291,,
1630182,Charlotte Hornets,Josh Green,290,332,566,396,12654321,0.0900,,
1631104,San Antonio Spurs,Blake Wesley,386,433,369,396,2624280,0.0187,,
1630545,Minnesota Timberwolves,Terrence Shannon Jr.,391,377,426,398,2546640,0.0181,,
1641711,Toronto Raptors,Gradey Dick,473,322,402,399,4763760,0.0339,,
1630526,New Orleans Pelicans,Jeremiah Robinson-Earl,256,393,549,399.3333333,2196970,0.0156,,
1642353,Los Angeles Clippers,Cam Christie,284,429,486,399.6666667,1157153,0.0082,,
1631111,Charlotte Hornets,Wendell Moore Jr.,345,494,361,400,2537040,0.0180,,
1630604,Chicago Bulls,E.J. Liddell,405,321,479,401.6666667,2120693,0.0151,,
1629022,Philadelphia 76ers,Lonnie Walker IV,464,400,343,402.3333333,780932,0.0056,,
1641738,Los Angeles Clippers,Kobe Brown,348,459,403,403.3333333,2533920,0.0180,,
1641727,Brooklyn Nets,Dariq Whitehead,478,310,423,403.6666667,3114240,0.0222,,
201988,Los Angeles Clippers,Patty Mills,462,379,371,404,2087519,0.0148,,
1641707,Utah Jazz,Taylor Hendricks,370,399,449,406,5848680,0.0416,,
1642273,Washington Wizards,Kyshawn George,332,330,556,406,2825520,0.0201,,
1630553,Brooklyn Nets,Keon Johnson,424,415,380,406.3333333,2162606,0.0154,,
202687,San Antonio Spurs,Bismack Biyombo,447,437,336,406.6666667,503884,0.0036,,
203552,Charlotte Hornets,Seth Curry,346,328,550,408,2087519,0.0148,,
1631223,Houston Rockets,David Roddy,436,425,364,408.3333333,2847240,0.0203,,
1630579,Milwaukee Bucks,Jericho Sims,379,449,413,413.6666667,2092344,0.0149,,
1630214,Boston Celtics,Xavier Tillman,249,521,476,415.3333333,2237691,0.0159,,
202066,Toronto Raptors,Garrett Temple,477,358,411,415.3333333,2087519,0.0148,,
1642403,Sacramento Kings,Isaac Jones,438,398,410,415.3333333,152957,0.0011,,
1642347,Toronto Raptors,Jamal Shead,482,394,375,417,1862265,0.0132,,
1630699,New York Knicks,MarJon Beauchamp,456,381,428,421.6666667,2733720,0.0194,,
201145,Houston Rockets,Jeff Green,532,343,391,422,8000000,0.0569,,
1641775,Boston Celtics,Jordan Walsh,272,489,505,422,1891857,0.0135,,
1642281,Cleveland Cavaliers,Jaylon Tyson,398,446,435,426.3333333,3326160,0.0237,,
1641794,Oklahoma City Thunder,Dillon Jones,420,460,404,428,2622360,0.0187,,
1628398,Milwaukee Bucks,Kyle Kuzma,520,442,329,430.3333333,22410605,0.1594,,
203109,Sacramento Kings,Jae Crowder,446,413,439,432.6666667,1655619,0.0118,,
1642419,Toronto Raptors,Jamison Battle,503,380,415,432.6666667,1000000,0.0071,,
203458,Los Angeles Lakers,Alex Len,465,522,311,432.6666667,743829,0.0053,,
1630557,Washington Wizards,Corey Kispert,319,421,563,434.3333333,5705888,0.0406,,
1642259,Washington Wizards,Alex Sarr,521,457,331,436.3333333,11245680,0.0800,,
1631124,Denver Nuggets,Julian Strawther,515,463,339,439,2552520,0.0182,,
1641757,Los Angeles Clippers,Jordan Miller,384,505,429,439.3333333,1050000,0.0075,,
1630264,Washington Wizards,Anthony Gill,366,476,478,440,2237691,0.0159,,
1631321,Portland Trail Blazers,Sidy Cissoko,413,473,438,441.3333333,1891857,0.0135,,
1628971,New Orleans Pelicans,Bruce Brown Jr.,513,456,356,441.6666667,23000000,0.1636,,
1641753,Milwaukee Bucks,Chris Livingston,414,461,452,442.3333333,1891857,0.0135,,
1641721,Brooklyn Nets,Maxwell Lewis,460,486,386,444,1891857,0.0135,,
1630592,Brooklyn Nets,Jalen Wilson,415,363,561,446.3333333,1891857,0.0135,,
1628365,Sacramento Kings,Markelle Fultz,426,496,417,446.3333333,731831,0.0052,,
200782,New York Knicks,P.J. Tucker,479,373,500,450.6666667,246833,0.0018,,
1630550,Washington Wizards,JT Thor,516,448,394,452.6666667,1988598,0.0141,,
1631103,San Antonio Spurs,Malaki Branham,502,348,511,453.6666667,3217920,0.0229,,
1630702,Dallas Mavericks,Jaden Hardy,409,416,542,455.6666667,2019699,0.0144,,
202693,Los Angeles Lakers,Markieff Morris,511,465,395,457,2087519,0.0148,,
1641748,Milwaukee Bucks,Andre Jackson Jr.,505,349,524,459.3333333,1891857,0.0135,,
203967,Denver Nuggets,Dario Saric,483,471,425,459.6666667,5168000,0.0368,,
1642355,Los Angeles Lakers,Bronny James,461,511,409,460.3333333,1157153,0.0082,,
1631166,Brooklyn Nets,Drew Timme,524,474,389,462.3333333,113055,0.0008,,
1641810,New Orleans Pelicans,Antonio Reeves,394,443,554,463.6666667,1157153,0.0082,,
1641713,Memphis Grizzlies,GG Jackson,523,490,385,466,1891857,0.0135,,
1641816,Denver Nuggets,Hunter Tyson,435,483,485,467.6666667,1891857,0.0135,,
1642348,Philadelphia 76ers,Justin Edwards,492,392,526,470,425619,0.0030,,
202684,Cleveland Cavaliers,Tristan Thompson,527,517,367,470.3333333,2087519,0.0148,,
1641731,Washington Wizards,Bilal Coulibaly,504,344,564,470.6666667,6945240,0.0494,,
204060,Minnesota Timberwolves,Joe Ingles,451,495,469,471.6666667,2087519,0.0148,,
1630649,Milwaukee Bucks,Stanley Umude,454,502,460,472,2120693,0.0151,,
1642265,Minnesota Timberwolves,Rob Dillingham,494,434,495,474.3333333,6262920,0.0445,,
1642274,New Orleans Pelicans,Yves Missi,459,467,507,477.6666667,3202560,0.0228,,
1641720,Philadelphia 76ers,Jalen Hood-Schifino,509,506,433,482.6666667,3879840,0.0276,,
1641724,Orlando Magic,Jett Howard,512,491,446,483,5278320,0.0375,,
201959,Charlotte Hornets,Taj Gibson,531,464,456,483.6666667,2087519,0.0148,,
1628467,Los Angeles Lakers,Maxi Kleber,410,515,552,492.3333333,11000000,0.0782,,
1630574,New York Knicks,Ariel Hukporti,500,520,496,505.3333333,1064558,0.0076,,
1642268,Utah Jazz,Isaiah Collier,463,504,560,509,2520120,0.0179,,
1629610,Charlotte Hornets,DaQuan Jeffries,486,482,559,509,2425204,0.0173,,
1641722,New Orleans Pelicans,Jordan Hawkins,470,501,558,509.6666667,4525680,0.0322,,
1641712,Portland Trail Blazers,Rayan Rupert,519,466,551,512,1891857,0.0135,,
1642275,Charlotte Hornets,Tidjane Salaun,495,497,555,515.6666667,7488720,0.0533,,
203995,Phoenix Suns,Vasilije Micic,517,488,557,520.6666667,7723000,0.0549,,
1642358,Washington Wizards,AJ Johnson,528,500,553,527,2795294,0.0199,,
1641733,Charlotte Hornets,Nick Smith Jr.,533,513,565,537,2587200,0.0184,,
1642262,Utah Jazz,Cody Williams,530,523,562,538.3333333,5485080,0.0390,,
